record_id,state,district,block_taluka,station_location,longitude,latitude,year,month,season,ph,ec_us_cm,tds_mg_l,cl_mg_l,no3_mg_l,so4_mg_l,f_mg_l,total_hardness_mg_l,fe_mg_l,as_ppb,u_ppb,rainfall_mm,rainfall_source,rainfall_year,health_value,health_indicator,health_source,health_year,water_source,water_year,data_availability_status,data_type,rainfall_anomaly,rainfall_change,anomaly_score,abnormal_pattern_flag,risk_score,health_risk_component,water_risk_component,env_risk_component,hist_risk_component,vuln_risk_component,abnormal_risk_component,risk_class
DEMO_REC_0256,Tamil Nadu,Salem,Salem Central,Salem Station-2,78.1245,11.6169,2022,July,Monsoon,7.13,1930.1,1254.6,165.2,43.0,111.6,1.75,276.0,0.26,1.95,0.27,411.6,Synthetic Environmental Simulation,2022,207,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2022,Synthetic Ground Water Monitoring,2022,COMPLETE,SYNTHETIC_DEMO,1.66,180.64,0.036,1,61.4,0.92,0.13,0.92,0.65,0.35,0.74,HIGH
DEMO_REC_0257,Tamil Nadu,Chennai,Chennai Central,Chennai Station-3,80.3182,13.1159,2023,July,Monsoon,6.9,1184.3,769.8,171.8,18.9,58.5,0.9,293.4,0.27,2.65,0.5,323.5,Synthetic Environmental Simulation,2023,66,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2023,Synthetic Ground Water Monitoring,2023,COMPLETE,SYNTHETIC_DEMO,1.11,120.57,-0.121,0,37.8,0.29,0.04,0.78,0.65,0.35,0.16,MODERATE
DEMO_REC_0258,Tamil Nadu,Coimbatore,Coimbatore Central,Coimbatore Station-4,76.9423,11.0398,2024,July,Monsoon,7.36,1018.3,661.9,205.1,75.7,182.9,0.84,251.9,0.44,3.03,1.21,306.0,Synthetic Environmental Simulation,2024,18,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2024,Synthetic Ground Water Monitoring,2024,COMPLETE,SYNTHETIC_DEMO,1.0,108.64,-0.023,0,30.2,0.08,0.13,0.75,0.25,0.35,0.52,MODERATE
DEMO_REC_0259,Tamil Nadu,Madurai,Madurai Central,Madurai Station-5,78.1454,9.9148,2022,November,Post-Monsoon,6.3,787.5,511.9,131.1,23.6,99.2,0.81,267.6,0.21,0.44,3.22,21.9,Synthetic Environmental Simulation,2022,93,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2022,Synthetic Ground Water Monitoring,2022,COMPLETE,SYNTHETIC_DEMO,-0.78,-85.07,-0.025,0,26.8,0.41,0.02,0.3,0.25,0.35,0.52,LOW
DEMO_REC_0260,Tamil Nadu,Tiruchirappalli,Tiruchirappalli Central,Tiruchirappalli Station-1,78.7533,10.7857,2023,November,Post-Monsoon,6.53,916.2,595.5,66.3,77.8,78.2,1.4,257.7,0.06,0.76,2.23,37.8,Synthetic Environmental Simulation,2023,64,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2023,Synthetic Ground Water Monitoring,2023,COMPLETE,SYNTHETIC_DEMO,-0.68,-74.23,0.004,1,27.4,0.28,0.13,0.33,0.25,0.35,0.63,LOW
DEMO_REC_0261,Andhra Pradesh,Visakhapatnam,Visakhapatnam Central,Visakhapatnam Station-2,83.2023,17.6769,2024,November,Post-Monsoon,7.09,862.4,560.6,143.6,28.9,122.8,1.19,228.9,0.62,2.15,1.27,48.7,Synthetic Environmental Simulation,2024,57,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2024,Synthetic Ground Water Monitoring,2024,COMPLETE,SYNTHETIC_DEMO,-0.61,-66.8,-0.131,0,27.3,0.25,0.01,0.35,0.65,0.35,0.12,LOW
DEMO_REC_0262,Andhra Pradesh,Vijayawada,Vijayawada Central,Vijayawada Station-3,80.6888,16.5128,2022,May,Pre-Monsoon,7.76,648.1,421.3,168.9,10.0,79.8,1.19,317.9,0.53,0.21,1.94,74.8,Synthetic Environmental Simulation,2022,26,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2022,Synthetic Ground Water Monitoring,2022,COMPLETE,SYNTHETIC_DEMO,-0.45,-49.0,-0.041,0,20.2,0.12,0.0,0.39,0.25,0.35,0.46,LOW
DEMO_REC_0263,Andhra Pradesh,Guntur,Guntur Central,Guntur Station-4,80.4648,16.3396,2023,May,Pre-Monsoon,7.28,1165.4,757.5,53.4,27.5,126.5,1.02,315.4,0.5,7.52,0.07,33.2,Synthetic Environmental Simulation,2023,76,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2023,Synthetic Ground Water Monitoring,2023,COMPLETE,SYNTHETIC_DEMO,-0.71,-77.36,-0.161,0,29.0,0.34,0.03,0.32,0.65,0.35,0.01,LOW
DEMO_REC_0264,Andhra Pradesh,Anantapur,Anantapur Central,Anantapur Station-5,77.6116,14.6671,2024,May,Pre-Monsoon,7.54,1122.8,729.8,198.2,16.2,127.9,1.55,260.2,0.07,0.77,2.1,17.7,Synthetic Environmental Simulation,2024,102,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2024,Synthetic Ground Water Monitoring,2024,COMPLETE,SYNTHETIC_DEMO,-0.81,-87.93,-0.137,0,25.9,0.45,0.04,0.3,0.25,0.35,0.1,LOW
DEMO_REC_0265,Assam,Kamrup Metropolitan,Kamrup Metropolitan Central,Kamrup Metropolitan Station-1,91.7688,26.15,2022,July,Monsoon,7.7,1400.8,910.5,112.8,96.1,137.7,1.24,183.4,0.02,2.32,4.33,526.3,Synthetic Environmental Simulation,2022,220,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2022,Synthetic Ground Water Monitoring,2022,COMPLETE,SYNTHETIC_DEMO,2.38,258.84,0.066,1,68.0,0.98,0.24,1.0,0.65,0.35,0.86,HIGH
DEMO_REC_0266,Assam,Cachar,Cachar Central,Cachar Station-2,92.7832,24.867,2023,July,Monsoon,7.77,695.0,451.8,220.7,9.4,156.1,1.73,255.0,0.65,0.79,0.65,299.2,Synthetic Environmental Simulation,2023,81,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2023,Synthetic Ground Water Monitoring,2023,COMPLETE,SYNTHETIC_DEMO,0.96,104.0,-0.016,0,34.4,0.36,0.02,0.74,0.25,0.35,0.55,MODERATE
DEMO_REC_0267,Arunachal Pradesh,Papum Pare,Papum Pare Central,Papum Pare Station-3,93.6274,27.0571,2024,July,Monsoon,7.2,1554.7,1010.6,188.8,22.9,73.2,1.27,243.4,0.02,0.47,0.41,393.9,Synthetic Environmental Simulation,2024,40,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2024,Synthetic Ground Water Monitoring,2024,COMPLETE,SYNTHETIC_DEMO,1.55,168.57,-0.087,0,32.6,0.18,0.07,0.89,0.25,0.35,0.29,MODERATE
DEMO_REC_0268,Kerala,Wayanad,Wayanad Central,Wayanad Station-4,76.1501,11.7111,2022,November,Post-Monsoon,7.64,1522.6,989.7,154.9,16.2,160.2,0.92,225.4,0.32,2.17,0.07,46.0,Synthetic Environmental Simulation,2022,38,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2022,Synthetic Ground Water Monitoring,2022,COMPLETE,SYNTHETIC_DEMO,-0.63,-68.64,-0.12,0,20.8,0.17,0.07,0.34,0.25,0.35,0.16,LOW
DEMO_REC_0269,Karnataka,Raichur,Raichur Central,Raichur Station-5,77.3356,16.1891,2023,November,Post-Monsoon,7.4,1085.5,705.6,211.0,16.9,156.4,1.12,341.2,0.02,0.82,1.29,44.0,Synthetic Environmental Simulation,2023,89,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2023,Synthetic Ground Water Monitoring,2023,COMPLETE,SYNTHETIC_DEMO,-0.64,-70.0,-0.152,0,24.8,0.4,0.03,0.34,0.25,0.35,0.04,LOW
DEMO_REC_0270,Maharashtra,Latur,Latur Central,Latur Station-1,76.5429,18.4432,2024,November,Post-Monsoon,7.24,1216.0,790.4,267.9,18.8,143.7,0.33,388.3,0.06,4.16,0.96,29.6,Synthetic Environmental Simulation,2024,42,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2024,Synthetic Ground Water Monitoring,2024,COMPLETE,SYNTHETIC_DEMO,-0.73,-79.82,-0.156,0,19.3,0.19,0.04,0.32,0.25,0.35,0.03,LOW
DEMO_REC_0271,Tamil Nadu,Salem,Salem Central,Salem Station-2,78.1826,11.6947,2022,May,Pre-Monsoon,7.76,1255.9,816.3,244.0,14.8,42.4,0.9,291.8,0.04,2.81,1.51,45.1,Synthetic Environmental Simulation,2022,60,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2022,Synthetic Ground Water Monitoring,2022,COMPLETE,SYNTHETIC_DEMO,-0.64,-69.25,-0.125,0,28.5,0.27,0.04,0.34,0.65,0.35,0.14,LOW
DEMO_REC_0272,Tamil Nadu,Chennai,Chennai Central,Chennai Station-3,80.2937,13.0338,2023,May,Pre-Monsoon,6.51,1859.1,1208.4,129.9,16.4,157.6,1.35,211.2,0.27,6.98,1.29,59.9,Synthetic Environmental Simulation,2023,117,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2023,Synthetic Ground Water Monitoring,2023,COMPLETE,SYNTHETIC_DEMO,-0.54,-59.16,-0.006,0,38.8,0.52,0.09,0.36,0.65,0.35,0.59,MODERATE
DEMO_REC_0273,Tamil Nadu,Coimbatore,Coimbatore Central,Coimbatore Station-4,76.9628,11.0221,2024,May,Pre-Monsoon,6.71,1437.6,934.4,240.2,9.9,98.2,1.15,346.0,0.25,3.98,3.98,23.5,Synthetic Environmental Simulation,2024,59,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2024,Synthetic Ground Water Monitoring,2024,COMPLETE,SYNTHETIC_DEMO,-0.77,-83.98,-0.12,0,22.2,0.26,0.06,0.31,0.25,0.35,0.16,LOW
DEMO_REC_0274,Tamil Nadu,Madurai,Madurai Central,Madurai Station-5,78.0831,9.924,2022,July,Monsoon,6.99,651.2,423.3,305.6,25.9,119.9,0.73,262.9,0.4,0.06,2.64,239.8,Synthetic Environmental Simulation,2022,32,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2022,Synthetic Ground Water Monitoring,2022,COMPLETE,SYNTHETIC_DEMO,0.58,63.5,-0.057,0,25.7,0.14,0.0,0.65,0.25,0.35,0.4,LOW
DEMO_REC_0275,Tamil Nadu,Tiruchirappalli,Tiruchirappalli Central,Tiruchirappalli Station-1,78.6909,10.8119,2023,July,Monsoon,7.18,1073.0,697.5,177.8,12.6,57.4,0.48,151.9,0.3,4.13,2.84,393.6,Synthetic Environmental Simulation,2023,68,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2023,Synthetic Ground Water Monitoring,2023,COMPLETE,SYNTHETIC_DEMO,1.55,168.36,-0.115,0,34.1,0.3,0.03,0.89,0.25,0.35,0.18,MODERATE
DEMO_REC_0276,Andhra Pradesh,Visakhapatnam,Visakhapatnam Central,Visakhapatnam Station-2,83.2257,17.7281,2024,July,Monsoon,6.97,923.5,600.3,142.5,11.7,194.4,0.94,379.9,0.29,0.21,0.28,326.4,Synthetic Environmental Simulation,2024,32,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2024,Synthetic Ground Water Monitoring,2024,COMPLETE,SYNTHETIC_DEMO,1.13,122.55,-0.098,0,34.0,0.14,0.01,0.78,0.65,0.35,0.25,MODERATE
DEMO_REC_0277,Andhra Pradesh,Vijayawada,Vijayawada Central,Vijayawada Station-3,80.638,16.4845,2022,November,Post-Monsoon,6.68,1667.9,1084.1,295.2,44.5,68.2,1.29,316.0,1.74,3.18,1.02,49.0,Synthetic Environmental Simulation,2022,22,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2022,Synthetic Ground Water Monitoring,2022,COMPLETE,SYNTHETIC_DEMO,-0.61,-66.59,-0.047,0,22.0,0.1,0.13,0.35,0.25,0.35,0.44,LOW
DEMO_REC_0278,Andhra Pradesh,Guntur,Guntur Central,Guntur Station-4,80.4185,16.3205,2023,November,Post-Monsoon,6.47,829.5,539.2,186.8,70.2,162.4,0.43,316.0,0.15,1.17,6.52,41.6,Synthetic Environmental Simulation,2023,34,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2023,Synthetic Ground Water Monitoring,2023,COMPLETE,SYNTHETIC_DEMO,-0.66,-71.64,0.002,1,29.3,0.15,0.1,0.34,0.65,0.35,0.62,LOW
DEMO_REC_0279,Andhra Pradesh,Anantapur,Anantapur Central,Anantapur Station-5,77.5637,14.6713,2024,November,Post-Monsoon,7.13,1618.2,1051.8,181.1,37.3,68.9,0.77,422.3,0.41,0.66,1.56,26.0,Synthetic Environmental Simulation,2024,97,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2024,Synthetic Ground Water Monitoring,2024,COMPLETE,SYNTHETIC_DEMO,-0.76,-82.27,-0.092,0,27.4,0.43,0.07,0.31,0.25,0.35,0.27,LOW
DEMO_REC_0280,Assam,Kamrup Metropolitan,Kamrup Metropolitan Central,Kamrup Metropolitan Station-1,91.7784,26.1468,2022,May,Pre-Monsoon,7.39,1356.1,881.5,232.6,11.8,134.1,1.26,211.7,0.01,3.88,7.01,61.0,Synthetic Environmental Simulation,2022,96,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2022,Synthetic Ground Water Monitoring,2022,COMPLETE,SYNTHETIC_DEMO,-0.54,-58.41,-0.143,0,32.9,0.43,0.05,0.37,0.65,0.35,0.08,MODERATE
DEMO_REC_0281,Assam,Cachar,Cachar Central,Cachar Station-2,92.8098,24.815,2023,May,Pre-Monsoon,6.96,1067.9,694.1,200.4,33.3,139.3,0.52,304.9,0.34,1.01,2.08,47.8,Synthetic Environmental Simulation,2023,38,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2023,Synthetic Ground Water Monitoring,2023,COMPLETE,SYNTHETIC_DEMO,-0.62,-67.41,-0.139,0,19.5,0.17,0.03,0.34,0.25,0.35,0.09,LOW
DEMO_REC_0282,Arunachal Pradesh,Papum Pare,Papum Pare Central,Papum Pare Station-3,93.5944,27.0731,2024,May,Pre-Monsoon,7.04,1139.0,740.4,174.5,9.7,106.3,1.47,331.9,0.49,10.77,2.73,49.6,Synthetic Environmental Simulation,2024,49,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2024,Synthetic Ground Water Monitoring,2024,COMPLETE,SYNTHETIC_DEMO,-0.61,-66.18,-0.159,0,20.5,0.22,0.03,0.35,0.25,0.35,0.02,LOW
DEMO_REC_0283,Kerala,Wayanad,Wayanad Central,Wayanad Station-4,76.0989,11.7227,2022,July,Monsoon,6.94,1225.6,796.6,162.5,17.8,156.7,0.55,293.4,0.06,3.19,2.15,430.6,Synthetic Environmental Simulation,2022,95,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2022,Synthetic Ground Water Monitoring,2022,COMPLETE,SYNTHETIC_DEMO,1.78,193.59,-0.1,0,38.9,0.42,0.04,0.95,0.25,0.35,0.24,MODERATE
DEMO_REC_0284,Karnataka,Raichur,Raichur Central,Raichur Station-5,77.3792,16.2037,2023,July,Monsoon,7.41,1493.8,971.0,232.9,45.4,132.6,0.47,325.6,0.16,5.44,0.15,326.5,Synthetic Environmental Simulation,2023,50,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2023,Synthetic Ground Water Monitoring,2023,COMPLETE,SYNTHETIC_DEMO,1.13,122.61,-0.069,0,31.8,0.22,0.06,0.78,0.25,0.35,0.35,MODERATE
DEMO_REC_0285,Maharashtra,Latur,Latur Central,Latur Station-1,76.5799,18.3821,2024,July,Monsoon,7.27,1535.6,998.1,183.0,25.8,132.2,1.79,273.4,0.02,0.74,2.25,331.8,Synthetic Environmental Simulation,2024,107,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2024,Synthetic Ground Water Monitoring,2024,COMPLETE,SYNTHETIC_DEMO,1.16,126.23,-0.093,0,38.7,0.48,0.1,0.79,0.25,0.35,0.26,MODERATE
DEMO_REC_0286,Tamil Nadu,Salem,Salem Central,Salem Station-2,78.1401,11.6664,2022,November,Post-Monsoon,7.21,1566.7,1018.4,181.2,7.0,113.6,1.29,272.0,0.27,1.34,1.65,32.6,Synthetic Environmental Simulation,2022,30,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2022,Synthetic Ground Water Monitoring,2022,COMPLETE,SYNTHETIC_DEMO,-0.72,-77.77,-0.112,0,25.7,0.13,0.07,0.32,0.65,0.35,0.19,LOW
DEMO_REC_0287,Tamil Nadu,Chennai,Chennai Central,Chennai Station-3,80.2881,13.118,2023,November,Post-Monsoon,7.43,1053.0,684.5,190.1,11.2,139.0,1.42,344.4,0.09,0.0,1.42,35.6,Synthetic Environmental Simulation,2023,51,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2023,Synthetic Ground Water Monitoring,2023,COMPLETE,SYNTHETIC_DEMO,-0.7,-75.73,-0.144,0,26.4,0.23,0.02,0.33,0.65,0.35,0.08,LOW
DEMO_REC_0288,Tamil Nadu,Coimbatore,Coimbatore Central,Coimbatore Station-4,76.9477,10.9872,2024,November,Post-Monsoon,6.91,1382.4,898.6,188.4,25.4,121.2,0.82,201.9,0.14,2.43,3.81,42.9,Synthetic Environmental Simulation,2024,32,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2024,Synthetic Ground Water Monitoring,2024,COMPLETE,SYNTHETIC_DEMO,-0.65,-70.75,-0.147,0,19.2,0.14,0.05,0.34,0.25,0.35,0.06,LOW
DEMO_REC_0289,Tamil Nadu,Madurai,Madurai Central,Madurai Station-5,78.1437,9.9204,2022,May,Pre-Monsoon,7.02,1536.2,998.5,215.2,30.2,159.2,0.35,238.9,0.5,0.97,2.48,45.8,Synthetic Environmental Simulation,2022,84,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2022,Synthetic Ground Water Monitoring,2022,COMPLETE,SYNTHETIC_DEMO,-0.63,-68.77,-0.128,0,25.7,0.37,0.07,0.34,0.25,0.35,0.13,LOW
DEMO_REC_0290,Tamil Nadu,Tiruchirappalli,Tiruchirappalli Central,Tiruchirappalli Station-1,78.7085,10.7654,2023,May,Pre-Monsoon,7.32,1003.1,652.0,154.1,5.1,155.1,0.3,242.7,0.11,0.69,0.8,9.6,Synthetic Environmental Simulation,2023,113,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2023,Synthetic Ground Water Monitoring,2023,COMPLETE,SYNTHETIC_DEMO,-0.86,-93.45,-0.108,0,27.0,0.5,0.02,0.28,0.25,0.35,0.21,LOW
DEMO_REC_0291,Andhra Pradesh,Visakhapatnam,Visakhapatnam Central,Visakhapatnam Station-2,83.2124,17.6731,2024,May,Pre-Monsoon,7.39,1292.4,840.1,243.4,59.3,85.8,1.79,364.4,0.56,6.19,3.8,21.0,Synthetic Environmental Simulation,2024,33,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2024,Synthetic Ground Water Monitoring,2024,COMPLETE,SYNTHETIC_DEMO,-0.79,-85.68,-0.071,0,27.9,0.15,0.13,0.3,0.65,0.35,0.35,LOW
DEMO_REC_0292,Andhra Pradesh,Vijayawada,Vijayawada Central,Vijayawada Station-3,80.6001,16.4888,2022,July,Monsoon,7.16,748.2,486.3,201.0,11.7,68.1,0.47,273.4,0.54,1.75,0.04,327.8,Synthetic Environmental Simulation,2022,48,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2022,Synthetic Ground Water Monitoring,2022,COMPLETE,SYNTHETIC_DEMO,1.14,123.5,-0.068,0,30.0,0.21,0.0,0.78,0.25,0.35,0.36,LOW
DEMO_REC_0293,Andhra Pradesh,Guntur,Guntur Central,Guntur Station-4,80.4258,16.2944,2023,July,Monsoon,8.2,774.0,503.1,154.4,22.6,88.6,1.06,329.1,0.31,0.42,2.38,393.0,Synthetic Environmental Simulation,2023,84,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2023,Synthetic Ground Water Monitoring,2023,COMPLETE,SYNTHETIC_DEMO,1.55,167.96,0.007,1,43.5,0.37,0.0,0.89,0.65,0.35,0.64,MODERATE
DEMO_REC_0294,Andhra Pradesh,Anantapur,Anantapur Central,Anantapur Station-5,77.5727,14.7112,2024,July,Monsoon,6.93,911.5,592.5,202.5,35.1,121.2,1.54,421.2,0.21,2.42,1.95,461.3,Synthetic Environmental Simulation,2024,81,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2024,Synthetic Ground Water Monitoring,2024,COMPLETE,SYNTHETIC_DEMO,1.97,214.52,-0.058,0,38.5,0.36,0.02,0.99,0.25,0.35,0.4,MODERATE
DEMO_REC_0295,Assam,Kamrup Metropolitan,Kamrup Metropolitan Central,Kamrup Metropolitan Station-1,91.7008,26.1137,2022,November,Post-Monsoon,7.15,1297.6,843.4,169.9,36.5,101.5,0.77,174.9,0.05,2.27,5.05,71.4,Synthetic Environmental Simulation,2022,74,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2022,Synthetic Ground Water Monitoring,2022,COMPLETE,SYNTHETIC_DEMO,-0.47,-51.32,-0.127,0,30.9,0.33,0.05,0.38,0.65,0.35,0.14,MODERATE
DEMO_REC_0296,Assam,Cachar,Cachar Central,Cachar Station-2,92.7486,24.7965,2023,November,Post-Monsoon,6.89,841.3,546.8,263.7,44.5,158.2,0.61,245.3,0.19,4.04,0.6,70.9,Synthetic Environmental Simulation,2023,36,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2023,Synthetic Ground Water Monitoring,2023,COMPLETE,SYNTHETIC_DEMO,-0.48,-51.66,-0.095,0,20.3,0.16,0.01,0.38,0.25,0.35,0.26,LOW
DEMO_REC_0297,Arunachal Pradesh,Papum Pare,Papum Pare Central,Papum Pare Station-3,93.6276,27.0572,2024,November,Post-Monsoon,6.76,1357.8,882.6,108.6,33.1,127.8,1.12,322.4,0.15,0.7,5.02,36.3,Synthetic Environmental Simulation,2024,82,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2024,Synthetic Ground Water Monitoring,2024,COMPLETE,SYNTHETIC_DEMO,-0.69,-75.25,-0.124,0,24.9,0.36,0.05,0.33,0.25,0.35,0.15,LOW
DEMO_REC_0298,Kerala,Wayanad,Wayanad Central,Wayanad Station-4,76.0982,11.728,2022,May,Pre-Monsoon,7.33,1778.8,1156.2,229.8,22.2,103.5,1.67,247.8,0.12,1.16,4.28,52.6,Synthetic Environmental Simulation,2022,34,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2022,Synthetic Ground Water Monitoring,2022,COMPLETE,SYNTHETIC_DEMO,-0.59,-64.14,-0.071,0,22.4,0.15,0.1,0.35,0.25,0.35,0.34,LOW
DEMO_REC_0299,Karnataka,Raichur,Raichur Central,Raichur Station-5,77.3542,16.2159,2023,May,Pre-Monsoon,7.15,1149.5,747.2,200.4,15.1,109.1,0.43,426.5,0.09,2.45,5.31,42.4,Synthetic Environmental Simulation,2023,17,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2023,Synthetic Ground Water Monitoring,2023,COMPLETE,SYNTHETIC_DEMO,-0.65,-71.09,-0.159,0,16.8,0.08,0.03,0.34,0.25,0.35,0.02,LOW
DEMO_REC_0300,Maharashtra,Latur,Latur Central,Latur Station-1,76.6014,18.394,2024,May,Pre-Monsoon,7.81,1339.3,870.5,233.3,12.7,106.2,1.49,355.1,0.85,2.44,4.06,53.6,Synthetic Environmental Simulation,2024,76,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2024,Synthetic Ground Water Monitoring,2024,COMPLETE,SYNTHETIC_DEMO,-0.58,-63.45,-0.108,0,25.1,0.34,0.05,0.35,0.25,0.35,0.21,LOW
DEMO_REC_0301,Tamil Nadu,Salem,Salem Central,Salem Station-2,78.098,11.6589,2022,July,Monsoon,7.35,1144.4,743.9,292.9,46.9,96.3,1.02,194.4,0.04,2.27,1.99,559.1,Synthetic Environmental Simulation,2022,169,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2022,Synthetic Ground Water Monitoring,2022,COMPLETE,SYNTHETIC_DEMO,2.59,281.21,-0.027,0,55.6,0.75,0.04,1.0,0.65,0.35,0.51,HIGH
DEMO_REC_0302,Tamil Nadu,Chennai,Chennai Central,Chennai Station-3,80.2313,13.0707,2023,July,Monsoon,6.25,1449.0,941.9,202.7,45.7,121.5,1.23,321.2,0.34,2.75,2.15,263.4,Synthetic Environmental Simulation,2023,87,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2023,Synthetic Ground Water Monitoring,2023,COMPLETE,SYNTHETIC_DEMO,0.73,79.59,-0.005,0,41.7,0.39,0.09,0.68,0.65,0.35,0.59,MODERATE
DEMO_REC_0303,Tamil Nadu,Coimbatore,Coimbatore Central,Coimbatore Station-4,76.9392,11.0026,2024,July,Monsoon,7.16,847.6,550.9,275.4,15.5,117.5,1.58,150.7,0.83,1.81,2.06,253.5,Synthetic Environmental Simulation,2024,114,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2024,Synthetic Ground Water Monitoring,2024,COMPLETE,SYNTHETIC_DEMO,0.67,72.84,-0.103,0,34.8,0.51,0.01,0.67,0.25,0.35,0.23,MODERATE
DEMO_REC_0304,Tamil Nadu,Madurai,Madurai Central,Madurai Station-5,78.1026,9.8871,2022,November,Post-Monsoon,7.35,1630.6,1059.9,60.5,12.1,149.9,0.43,252.3,0.45,4.7,0.6,20.8,Synthetic Environmental Simulation,2022,37,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2022,Synthetic Ground Water Monitoring,2022,COMPLETE,SYNTHETIC_DEMO,-0.79,-85.82,-0.11,0,20.3,0.16,0.07,0.3,0.25,0.35,0.2,LOW
DEMO_REC_0305,Tamil Nadu,Tiruchirappalli,Tiruchirappalli Central,Tiruchirappalli Station-1,78.6666,10.8194,2023,November,Post-Monsoon,7.1,1048.8,681.7,214.1,10.7,137.6,1.36,290.1,0.11,0.77,3.57,49.8,Synthetic Environmental Simulation,2023,52,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2023,Synthetic Ground Water Monitoring,2023,COMPLETE,SYNTHETIC_DEMO,-0.61,-66.05,-0.148,0,20.9,0.23,0.02,0.35,0.25,0.35,0.06,LOW
DEMO_REC_0306,Andhra Pradesh,Visakhapatnam,Visakhapatnam Central,Visakhapatnam Station-2,83.1944,17.6896,2024,November,Post-Monsoon,7.05,953.3,619.6,242.6,88.5,106.1,1.23,197.3,1.05,3.25,7.68,55.1,Synthetic Environmental Simulation,2024,22,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2024,Synthetic Ground Water Monitoring,2024,COMPLETE,SYNTHETIC_DEMO,-0.57,-62.43,-0.016,0,30.0,0.1,0.18,0.36,0.65,0.35,0.55,LOW
DEMO_REC_0307,Andhra Pradesh,Vijayawada,Vijayawada Central,Vijayawada Station-3,80.6467,16.489,2022,May,Pre-Monsoon,7.78,644.9,419.2,220.8,11.4,140.8,0.69,238.4,0.21,4.84,4.16,71.6,Synthetic Environmental Simulation,2022,100,Reported Diarrheal/Gastrointestinal Cases,Synthetic Community Health Registry,2022,Synthetic Ground Water Monitoring,2022,COMPLETE,SYNTHETIC_DEMO,-0.47,-51.18,-0.042,0,28.3,0.44,0.0,0.38,0.25,0.35,0.45,LOW
